 The customer doesn\'t exist in the system anymore,Khách hàng không còn tồn tại trong hệ thống
 and ,và
"(Absolute path or Relative to Magento install root, ex. var/export)","(Absolute path or Relative to Wannabe install root, ex. var/export)"
(For US 2-letter state names),(For US 2-letter state names)
(If left empty will be auto-generated),(If left empty will be auto-generated)
(Leave empty for first spreadsheet),(Leave empty for first spreadsheet)
(Products will be added/updated to this store if 'store' column is blank or missing in the import file.),(Products will be added/updated to this store if 'store' column is blank or missing in the import file.)
(Shift-)Click or drag to change value,(Shift-)Click hoặc kéo để thay đổi giá trị
(Starting with),(Bắt đầu với)
"(When 'No', only mapped fields will be imported. When mapping, use 'column1', 'column2', etc.)","(When 'No', only mapped fields will be imported. When mapping, use 'column1', 'column2', etc.)"
(You have to increase php memory_limit before changing this value),(Bạn phải tăng php memory_limit trước khi thay đổi giá trị này)
(\\t for tab),(\\t for tab)
"* - If indexing is in progress, it will be killed and new indexing process will start","* - If indexing is in progress, it will be killed and new indexing process will start"
#NAME?,#NAME?
#NAME?,#NAME?
- Use the %s buttons to select month,- Sử dụng phím %s để chọn tháng
"- Use the %s, %s buttons to select year","- Sử dụng phím %s, %s để chọn năm"
#NAME?,#NAME?
#NAME?,#NAME?
-- Please Select --,-- Hãy chọn --
-- Please select --,-- Hãy chọn --
-- Please select a category --,-- Hãy chọn một danh mục --
--Please Select--,--Hãy chọn--
1 Hour,1 Giờ
12 Hours,12 Giờ
2 Hours,2 Giờ
24 Hours,24 Giờ
2YTD,2YTD
6 Hours,6 Giờ
"<h1 class=""page-heading"">404 Error</h1><p>Page not found.</p>","<h1 class=""page-heading"">404 Error</h1><p>Không tìm thấy trang này.</p>"
"<h1 class=""page-heading"">Access denied</h1><p>Access denied.</p>","<h1 class=""page-heading"">Từ chối truy cập</h1><p>Từ chối truy cập.</p>"
A new password was sent to your email address. Please check your email and click Back to Login.,Mật khẩu mới đã được gửi vào địa chỉ email của bạn. Vui lòng kiểm tra email và nhấn Back để đăng nhập.
API Stability,API Stability
API Version,Phiên bản API
API:,API:
About the calendar,Về lịch
Access Denied.,Truy cập bị từ chối.
Access Deny,Từ chối truy cập
Account Created in:,Tài khoản đã được khởi tạo vào:
Account Created on (%s):,Tài khoản đã được khởi tạo vào lúc(%s):
Account Created on:,Tài khoản đã được khởi tạo vào:
Account Information,Thông tin tài khoản
Account status,Trạng thái tài khoản
Account successfully saved,Tài khoản đã được lưu lại thành công
Action,Hoạt động
Actions,Các hoạt động
Actions XML,Các hoạt động XML
Active,Kích hoạt
Add,Thêm
Add Contents Path,Thêm đường dẫn nội dung
Add Exception,Thêm loại trừ
Add Field Mapping,Add Field Mapping
Add Field with URL:,Thêm trường kèm URL:
Add Maintainer,Add Maintainer
Add New Image,Thêm ảnh mới
Add New Profile,Thêm profile mới
Add New Role,Thêm role mới
Add New Template,Thêm template mới
Add New Urlrewrite,Thêm Urlrewrite mới
Add New User,Thêm người dùng mới
Add New osCommerce Profile,Thêm osCommerce Profile mới
Add PHP Extension dependency,Add PHP Extension dependency
Add Package dependency,Add Package dependency
Add Subpackage dependency,Add Subpackage dependency
Add Urlrewrite,Thêm Urlrewrite
Add Urlrewrite for a Category,Thêm Urlrewrite cho Danh mục
Add Urlrewrite for a Product,Thêm Urlrewrite cho một sản phẩm
Add after,Thêm sau
Add new Role,Thêm Role mới
Address Type:,Loại địa chỉ:
Admin,Admin
Advanced Admin Section,Khu vực Admin nâng
Advanced Profiles,Profiles nâng cao
Advanced Section,Khu vực nâng cao
Aggregate Order,Aggregate Order
All,Tất cả
All Allowed Countries,Tất cả các quốc gia cho phép
All Cache,Tất cả Cache
All Files,Tất cả Files
All Store Views,Tất cả Store Views
All Tags,Tất cả Tags
All Websites,Tất cả các trang web
All countries,Tất cả các nước
All fields,Tất cả các trường
"All possible rates were fetched, click on ""Save"" to apply","Tất cả tỉ số khả thi đã được thu thập, click vào ""Lưu"" để áp dụng"
"All rates were fetched, click on ""Save"" to apply","Tất cả tỉ số đã được thu thập, click vào ""Lưu"" để áp dụng"
All valid rates successfully saved,Tất cả tỉ số phù hợp đã được lưu thành công
Amounts,Số lượng
Any,Bất kỳ
Any Attribute Set,Attribute Set bất kỳ
Any Group,Nhóm bất kỳ
Any Status,Trạng thái bất kỳ
Any Store,Store bất kỳ
Any Type,Loại bất kỳ
Any Visibility,Dạng hiển thị bất kỳ
Api Key,Api Key
Api Key Confirmation,Xác nhận Api Key
Archive file name:,Archive file name:
Are you sure that you want to delete this template?,Bạn có chắc chắn xóa template này không?
Are you sure that you want to strip tags?,Bạn có chắc chắn bỏ những tag này?
Are you sure you want to do this?,Bạn có chắc chắn làm việc này?
Are you sure you wish to INSTALL all selected packages?,Bạn có chắc chắn muốn cài đặt những gói đã được chọn này?
Are you sure you wish to UNINSTALL all selected packages?,Bạn có chắc chắn muốn gỡ cài đặt những gói đã được chọn này?
Are you sure you wish to UPGRADE all selected packages?,Bạn có chắc chắn muốn cập nhật những gói đã được chọn này?
Area,Vùng
Assigned,Được gán
Attribute Set Name:,Tên Attribute Set:
Attribute set successfully saved.,Attribute set được lưu thành công.
Attribute set was successfully removed.,Attribute set được loại bỏ thành công.
Attributes,Attributes
Available Products,Sản phẩm có thể cung cấp
Available Version,Phiên bản có thể dùng
Average Order Amount,Lượng đặt hàng trung bình
Average Orders,Trung bình các đặt hàng
Back,Quay lại
Back to Login,Quay lại để đăng nhập
Back to local packages,Quay lại với local package
Backup,Sao lưu
Backup record was deleted,Bản ghi sao lưu đã được xóa
Backup successfully created,Sao lưu đã được khởi tạo thành công
Backups,Các sao lưu
Base currency,Tiền tệ cơ bản
Bcc,Bcc
Big Image,Ảnh lớn
"Billing Address","Địa chỉ thanh toán"
"Billing address","Địa chỉ thanh toán"
Block Information,Khối thông tin
Both (without and with tax),Cả hai (Không có và có thuế)
Browse Available Extensions,Tìm kiếm các Extentions đang có
Browse Available Remote Extensions,Tìm kiếm các Remote Extensions đang có
Browse Files...,Tìm các files...
Bundle Items,Gói sản phẩm
Bundle with dynamic pricing cannot include custom defined options. Options will not be saved.,bundle with dynamic pricing cannot include custom defined options. options will not be Lưud.
CRITICAL,QUAN TRỌNG
CSV,CSV
CSV / Tab separated,CSV / Tab separated
Cache Control,Kiểm soát Cache
Cache Control (beta),Kiểm soát Cache (beta)
Cache Management,Quản lý bộ đệm (cache)
Can not add new comment.,Không thể thêm bình luận mới.
Can not add tracking number.,Không thể thêm số tracking.
Can not delete tracking number.,Không thể xoá số tracking.
Can not do credit memo for order,Không thể thực hiện credit memo cho đơn hàng
Can not do invoice for order,Không thể in invoice cho đơn hàng
Can not do shipment for order.,Không thể ship đơn hàng.
Can not initialize shipment for adding tracking number.,Can not initialize shipment for adding tracking number.
Can not initialize shipment for delete tracking number.,Can not initialize shipment for delete tracking number.
Can not load track with retrieving identifier.,Can not load track with retrieving identifier.
Can not retrieve tracking number detail.,Can not retrieve tracking number detail.
Can not save credit memo,Không thể lưu credit memo
Can not save invoice,Không thể lưu invoice
Can not save shipment.,Không thể lưu shipment.
Can not send shipment information.,Không thể gửi thông tin shipment.
Can not update item qty,Không thể cập nhật số lượng sản phẩm
Can't delete design change,Không thể xoá thay đổi design
Can\'t find email address.,Không thể tìm thấy địa chỉ e-mail.
Cancel,Huỷ
Card Verification Number, Số Verification của thẻ
Catalog,Catalog
Catalog Rewrites,Viết lại Danh mục
Catalog Rewrites was refreshed successfully,Rewrites Danh mục đã được làm tươi thành công
Catalog Rewrites were refreshed successfully,Rewrites Danh mục đã được làm tươi thành công
Category,Danh mục
Category:,Danh mục:
Changelog,Changelog
Channel,Kênh
Channel:,Kênh:
Checkbox,Checkbox
Choose Store View,Chọn Store View
Choose an attribute,Chọn một thuộc tính
Clear,Xoá sạch
"Close","Đóng"
Comment text field can not be empty.,Ô bình luận không thể bỏ trống.
Comments History,Lịch sử các bình luận
Complete,Hoàn tất
Configuration,Cấu hình
Configuration successfully saved,Cấu hình đã được lưu thành công
Confirmed email:,Xác nhận email:
Conflicts,Các xung đột
"Connect with the Magento Community","Kết nối với cộng đồng của Wannabe (facebook)"
"Connect with the Wannabe","Kết nối với Wannabe"
Contents,Các nội dung
Convert to Plain Text,Chuyển sang Plain Text
Cookie (Unsafe),Cookie (Không an toàn)
Country,Quốc gia
Country:,Quốc gia:
Coupon Code,Mã Coupon
Coupons,Coupons
Create,Tạo
Create DB Backup,Khởi tạo sao lưu CSDL
Create Extension Package,Khởi tạo Extension Package
Create New Attribute,Tạo thuộc tính mới
Create Urlrewrite:,Khởi tạo Urlrewrite:
"Created At","Được tạo vào"
Credit Card Number,Số thẻ tín dụng
Credit Card Number: xxxx-%s,Số thẻ tín dụng: xxxx-%s
Credit Card Type,Loại thẻ tín dụng
Credit Card Type: %s,Loại thẻ tín dụng: %s
Credit Memo #%s comment added,Credit Memo #%s đã thêm bình luận
Credit Memo #%s created,Credit Memo #%s đã được tạo
Credit Memo History,Lịch sử Credit Memo
Credit Memo Totals,Tổng Credit Memo
Credit Memo cancel error.,Lỗi huỷ Credit Memo.
Credit Memo total must be positive.,Tổng Credit Memo phải là số dương.
Credit Memo void error,Lỗi Credit Memo trống
Credit Memo was successfully canceled.,Credit Memo được huỷ thành công.
Credit Memo was successfully created,Credit Memo được tạo thành công
Credit Memo was successfully voided,Credit Memo đã bị vô hiệu lực thành công
"Currency","Đơn vị tiền tệ"
Currency Information,Thông tin tiền tệ
Currency Setup Section,Khu vực thiết lập tiền tệ
Current Configuration Scope:,Phạm vi cấu hình hiện tại:
Current Release Information,Thông tin được đăng hiện tại
Custom,Tuỳ biến
Customer,Khách hàng
Customer Group:,Nhóm khách hàng:
Customer Name,Tên khách hàng
Customer Since:,Khách hàng từ:
Customer was deleted,Khách hàng đã được xóa
Customer was successfully saved,Khách hàng đã được lưu thành công
Customer with the same email already exists.,Khách hàng với cùng địa chỉ email đã tồn tại.
Customers,Các khách hàng
DHTML Date/Time Selector,Lựa chọn DHTML ngày/giờ
Dashboard,Dashboard
"Data Format","Định dạng dữ liệu"
Data transfer:,Chuyển dữ liệu:
Date Added,Ngày đã được thêm
Date Updated,Ngày đã được cập nhật
Date selection:,Lựa chọn ngày:
Date selector,Lựa chọn ngày
Date:,Ngày:
Decimal separator:,Dấu cách thập phân:
Default (Admin) Values,Default (Admin) Values
Default Config,Cấu hình mặc định
Default Template from Locale,Template mặc định từ Locale
Default Values,Các giá trị mặc định
"Default display currency ""%s"" is not available in allowed currencies","Default display currency ""%s"" is not available in allowed currencies"
Default scope,Default scope
Delete,Xóa
Delete %s,Xóa %s
Delete %s '%s',Xóa %s '%s'
Delete Profile,Xóa Profile
Delete Role,Xóa Role
Delete Store View,Xóa Store View
Delete Template,Xóa Template
Delete User,Xóa người dùng
Delete Website,Xóa trang web
Dependencies,Dependencies
Description,Mô tả
Description:,Mô tả:
Design,Thiết kế
Design Section,Khu vực Design
Design change deleted,Thay đổi thiết kế đã bị xoá
Design change saved,Thay đổi thiết kế đã được lưu
Developer Section,Khu vực Developer
Direction:,Direction:
Disable,Vô hiệu hoá
Disabled,Đã vô hiệu hoá
Discount Amount,Lượng chiết khấu
Display %s first,Hiển thị %s trước tiên
Display default currency,Hiển thị đơn vị tiền tệ mặc định
Distributed under GNU LGPL. See %s for details.,Distributed under GNU LGPL. See %s for details.
Do you really want to KILL parallel process and start new indexing process?,Do you really want to KILL parallel process and start new indexing process?
Done By:,Hoàn thành bởi:
Done by:,Hoàn thành bởi:
Download Remote File,Download Remote File
Download and Install,Tải về và cài đặt
"Downloading and installing $pkg, please wait...","Đang tải và cài đặt $pkg, vui lòng đợi..."
Drag to move,Kéo để di chuyển
Drop-down,Drop-down
Edit,Sửa
Edit Email Template,Soạn thảo mẫu email
Edit Poll,Sửa Poll
Edit Role,Sửa Role
Edit Store View,Sửa Store View
Edit System Template,Sửa System Template
Edit Tag,Sửa Tag
Edit Template,Sửa Template
Edit Urlrewrite,Sửa Urlrewrite
Edit User,Sửa User
Edit User '%s',Sửa User '%s'
Edit Website,Sửa trang web
Email,Email
"Email Address:","Địa chỉ Email:"
Email Preview,Xem trước Email
Email address is empty.,Địa chỉ mail đang trống.
Email to a Friend,Gửi email cho bạn
Email:,Email:
Enable,Kích hoạt
Enabled,Đã kích hoạt
Enclose Values In:,Enclose Values In:
Entity Type,Entity Type
Entity type:,Entity type:
Error uploading the file,Lỗi khi đang upload tập tin
Error while cleared Image cache. Please try again later.,Lỗi khi xóa bộ đệm ảnh. Vui lòng thử lại sau.
Error while create backup. Please try again later,Lỗi khi khởi tạo sao lưu. Vui lòng thử lại sau.
Error while deleting this role. Please try again later.,Lỗi khi đang xóa role. Vui lòng thử lại sau.
Error while deleting this set.,Lỗi khi xoá set này.
Error while finished process. Please refresh cache,Lỗi khi đang kết thúc tiến trình. Vui lòng làm tươi bộ đệm (refresh cache)
Error while rebuilded Search Index. Please try again later,Lỗi khi lập chỉ mục tìm kiếm (Tìm index). Vui lòng thử lại sau.
Error while refreshed Catalog Rewrites. Please try again later,Lỗi khi refresh Catalog Rewrites. Vui lòng thử lại sau.
Error while refreshed Layered Navigation Indices. Please try again later,Lỗi khi refreshed Layered Navigation Indices. Vui lòng thử lại sau
Error while saving account. Please try again later,Lỗi khi đang lưu tài khoản. Vui lòng thử lại sau
Error while saving this configuration:,Lỗi khi đang lưu cấu hình:
Error while saving this role. Please try again later.,Lỗi khi đang lưu role. Vui lòng thử lại sau.
Error while updating selected review(s). Please try again later.,Lỗi khi đang lưu các đánh giá được lựa chọn. Vui lòng thử lại sau.
Excl. Tax,Excl. Thuế
Exclude,Loại trừ
Exclude (comma separated),Loại trừ (phân cách bằng dấu phẩy)
Expiration Date,Ngày hết hạn
Expiration Date: %s/%s,Hết hạn ngày: %s/%s
Export,Xuất
Export CSV,Xuất ra CSV
Export Filters,Các bộ lọc xuất
Export to:,Xuất ra:
Export:,Xuất:
Extension,Phần mở rộng
Extension Name,Tên phần mở rộng
Extensions,Các phần mở rộng
FTP Host[:Port],Máy chủ FTP[:Cổng]
"Failed to add a product to cart by id ""%s""","Lỗi khi thêm sản phẩm bằng ID sản phẩm ""%s"""
Failed to load %1$s.xml or %1$s.ser,Lỗi tải file %1$s.xml hoặc %1$s.ser
Field,Trường
Field Mapping,Ánh xạ trường
File,File
File Information,Thông tin file
File name:,Tên file:
File size should be more than 0 bytes,Kích thước file phải lớn hơn 0 byte
Final Price,Giá cuối cùng
Finished profile execution.,Hoàn tất loại bỏ profile.
First Name,Họ
First Name:,Họ:
Firstname,Họ
Fixed,Cố định (Fixed)
For category,Dành cho danh mục
For latest version visit: %s,Xem phiên bản mới nhất: %s
For product,Cho sản phẩm
Forgot your password?,Quên mật khẩu?
Forgot your user name or password?,Quên tên đăng nhập hoặc mật khẩu?
From,Từ
Gb,Gb
General Information,Thông tin chung
General Section,Khu vực chung
Get Image Base64,Get Image Base64
Get help for this page,Tìm trợ giúp cho trang này
Global Attribute,Thuộc tính toàn cục (Global Attribute)
Global Record Search,Tìm bản ghi toàn cục
Global Search,Tìm kiếm toàn cục
"Go Today","Đến hôm nay"
Google Base,Google Base
Google Base Items,Google Base Items
Grand Total,Tổng toàn bộ
Grid (default) / List,Lưới (mặc định) / Danh sách
Grid only,Chỉ hiển thị dạng lưới
Group:,Nhóm:
Guest,Khách
HTTP (unsecure),HTTP (Không bảo mật)
HTTPS (SSL),HTTPS (SSL)
Help Us Keep Magento Healthy - Report All Bugs,Giúp chúng tôi giữ cho WANNABE.VN luôn chạy tốt - Hãy báo tất cả các lỗi
"Home","Trang chủ"
ID,ID
ID Path,ID Path
"IP Address","Địa chỉ IP"
Ignore,Bỏ qua
Image cache was cleared successfully,Bộ đệm ảnh đã được xóa thành công
Images,Các ảnh
"Images (.gif, .jpg, .png)","Các ảnh (.gif, .jpg, .png)"
Images Cache,Bộ đệm ảnh (Images Cache)
Import,Nhập
Import Service,Nhập Service
Import/Export,Nhập/Xuất
Import/Export Advanced,Nhập/Xuất nâng cao
Import/Export Profile,Nhập/Xuất Profile
"Imported <strong>%s</strong> records","Đã nhập bản ghi (records) <strong>%s</strong>"
In,Trong
In Database:,Trong CSDL:
In File:,Trong file:
Inactive,Không kích hoạt
Incl. Tax,Incl. Thuế
Include,Bao gồm
Incoming Message,Thư đến
Individual Item,Item riêng lẻ
Install,Cài đặt
Install Package File,Cài đặt gói file
"Installed As","Được cài đặt như"
Installed Extension Info,Thông tin cài đặt phần mở rộng
Installed Version,Phiên bản đã cài đặt
"Installing $pkg, please wait...","Đang cài đặt gói $pkg, vui lòng đợi trong giây lát..."
"Installing selected packages, please wait...","Đang cài đặt các gói được lựa chọn, vui lòng đợi trong giây lát..."
Instant Payment Notification (IPN),Thông báo thanh toán thức thời (IPN)
Interactive,Tương tác
Interface Locale: %s,Interface Locale: %s
Invalid Form Key,Form Key không hợp lệ
Invalid Import Service Specified,Import Service được chọn không hợp lệ
Invalid POST data (please check post_max_size and upload_max_filesize settings in you php.ini file),POST data không hợp lệ (please check post_max_size and upload_max_filesize settings in you php.ini file)
Invalid URL,Sai URL
Invalid Username or Password.,Sai tên đăng nhập hoặc mật khẩu.
Invalid directory: %s,Sai thư mục: %s
Invalid file: %s,File không chính xác: %s
Invalid input data for %s => %s rate,Dữ liệu không đúng %s => %s rate
Invalid input:,Thông tin nhập không chính xác:
Invalid parrent block for this block,Invalid parrent block for this block
Invalid section value,Giá trị section không chính xác
Invalid store value,Giá trị store không chính xác
Invalid website value,Nhập website không chính xác
Invoice #%s comment added,Invoice #%s đã thêm nhận xét
Invoice #%s created,Hóa đơn #%s đã được khởi tạo
Invoice History,Nhật ký hóa đơn (Invoice History)
Invoice Totals,Tổng số hóa đơn (Invoice)
Invoice and shipment was successfully created.,Hoá đơn và vận chuyển đã được khởi tạo thành công.
Invoice cancel error.,Lỗi hủy hóa đơn.
Invoice capture error,Lỗi sao lưu hoá đơn.
Invoice void error,Lỗi hoá đơn trống
Invoice was successfully canceled.,Hoá đơn đã hủy thành công.
Invoice was successfully captured,Hoá đơn sao lưu thành công
Invoice was successfully created.,Hoá đơn được khởi tạo thành công.
Invoice was successfully voided,Hoá đơn được làm trống thành công
Issue Number,Số phát hành
Issuer: %s,Nhà phát hành: %s
Items,Items
Kb,Kb
Last 24 hours,24 giờ vừa qua
"Last 5 Orders","5 Đơn hàng gần nhất"
Last 5 Search Terms,5 từ khóa tìm gần đây nhất
Last 7 days,7 ngày vừa qua
Last Logged In (%s):,Lần đăng nhập cuối cùng vào (%s):
Last Logged In:,Lần đăng nhập cuối cùng:
Last Month,Tháng trước
Last Name,Tên
Last Name:,Tên:
Lastname,Tên
Latest Message:,Thư cuối cùng:
Layered Navigation Indices,Layered Navigation Indices
Layered Navigation Indices was refreshed successfully,Layered Navigation Indices was refreshed successfully
Layered Navigation Indices were refreshed successfully,Layered Navigation Indices were refreshed successfully
Layered Navigation indexing queue cancelled,Layered Navigation indexing queue cancelled
Layered Navigation indexing queued,Layered Navigation indexing queued
Layered Navigation process queued to be killed,Layered Navigation process queued to be killed
Leave empty to use tax identifier,Leave empty to use tax identifier
Level,Cấp bậc
License,Bản quyền
License URI,URI bản quyền
License:,Bản quyền:
Lifetime Sales,Báo cáo bán hàng
Links,Các liên kết
List (default) / Grid,Danh sách (mặc định) / Lưới
List only,Chỉ hiển thị danh sách
Load Template,Tải Template
Load default template,Tải template mặc định
Load local Package,Tải local Package
"Loading...","Đang tải..."
Local Server,Máy chủ cục bộ
Local/Remote Server,Máy chủ Local/Remote
Locale,Locale
"Log Out","Đăng xuất"
"Log in to Admin Panel","Đăng nhập trang quản trị (Admin Panel)"
"Log into Magento Admin Page","Đăng nhập vào trang quản trị Wannabe"
"Logged in as %s","Đăng nhập với tên %s"
"Login","Đăng nhập"
MAJOR,MAJOR
MINOR,MINOR
MS Excel XML,MS Excel XML
Magento Admin,Quản trị Wannabe
Magento Commerce - Administrative Panel,Wannabe - Quản trị
Magento Connect,Kết nối Magento
Magento Connect Manager,Quản lý kết nối Magento
Magento Logo,Biểu tượng Wannabe
"Magento is a trademark of Irubin Consulting Inc.","Wannabe là một thương hiệu của Wannabe Corp."
"Magento ver. %s","Wannabe phiên bản. %s"
"Magento&trade; is a trademark of Irubin Consulting Inc. DBA Varien.<br/>Copyright &copy; %s Irubin Consulting Inc.","Wannabe&trade; là một thương hiệu của Wannabe Corp. <br/>Bản quyền &copy; %s thuộc về Wannabe Corp."
Maintainers,Maintainers
Manage City,Quản lý thành phố
Manage Currency Rates,Quản lý tỷ giá tiền tệ
Manage Customers,Quản lý khách hàng
Manage Installed Extensions,Quản lý các phần mở rộng được cài đặt
Manage Ratings,Quản lý đánh giá (Ratings)
Manage Region,Quản lý vùng
Manage Stores,Quản lý kho hàng (Stores)
Manage osCommerce Orders,Quản lý các đơn hàng osCommerce
Manage osCommerce Profiles,Quản lý các profiles osCommerce
Matched expression,Matched expression
Max,Tối đa
Maximum,Tối đa
Mb,Mb
"Media (.avi, .flv, .swf)","Media (.avi, .flv, .swf)"
Messages Inbox,Hộp thư
Min,Tối thiểu
Minimum,Tối thiểu
Most Viewed Products,Các sẩn phẩm xem nhiều nhất
Multiple Select,Được lựa chọn nhiều mục
My Account,Tài khoản của tôi
N/A,N/A
NOTICE,CHÚ Ý
Name,Tên
Name on Card,Tên trên thẻ
Name on the Card: %s,Tên ghi trên thẻ: %s
Name:,Tên:
New Accounts,Các tài khoản mới
New Api Key,Mã API mới
New Customers,Các khách hàng mới
New Email Template,Mẫu email mới
New Extension,Phần mở rộng mới
New Item Type,Loại Item mới
New Password,Mật khẩu mới
New Profile,Profile mới
New Store View,Store View mới
New System Template,System Template mới
New Tag,Tag mới
New Template,Template mới
New User,Người dùng mới
New Website,Trang web mới
New admin password,Mật khẩu amin mới
Next month (hold for menu),Tháng tới (giữ menu)
Next page,Trang tiếp
Next year (hold for menu),Năm tới(Giữ menu)
No,Không
No (price without tax),Không (Giá chưa bao gồm thuế)
